1424.4,551.6,675.28,155.15,772.62,2078.1,610.66,3888.5,-1338.4,683.15,1159.7,1297.9,1802.9,1477.3,1829.1,3796.2,1619.9,931.96,1526,1634.2,1922,2327,372.63,1557.5,1583.9,511.75,2667.3,400.8,639.1,397.73
621.11,-1199.6,2214.1,1156.6,2163.1,573.84,-251.63,549.31,2640.7,-332.81,-417.24,959.05,1583.3,2647.5,900.07,1349.8,809.69,86.052,1913.9,909.95,1146,1582.2,-1490.3,792.56,-165.25,2184.9,688.4,660.7,1271.6,263.52
-2574.7,-2685,-2006.3,-788.29,-2152,-2762.4,-15.286,37.705,-2638.2,-3526.5,-1199.1,-2204.3,-3144.6,-281.97,-1903.1,-2473.3,-2377.9,-1062,-1751.6,-2385.7,-1975.8,-3730.6,-2137.6,-2301,-998.43,-1260.2,-2989.4,-2263.6,-1546.4,-2444.6
-1131.1,-707.03,-2338.9,-1318.5,-564.92,-813.72,-984.65,-824.98,-913.64,491.51,1087.8,-671.89,-382.04,1288.9,-384.14,-1860.5,-880.95,-2430.6,-504.41,-781.57,-448.33,238.64,-58.215,-179.71,108.27,799.85,695.32,230.58,689.69,-1561.9
-651.29,-1707.8,522.1,-1592.9,718.22,-1003.7,-799.31,-418.82,-619.89,-2239.8,306.28,-449.36,-251.43,-1436.8,-409.73,-2242.7,-750.81,-902.64,-271.15,-775.05,-889.82,-1681.6,-225.65,-556.22,-241.73,-1778.7,1916.5,-664.73,-849.87,468.36
-1317.4,-2794.4,-1707.1,-2077,-552.81,-1702.3,129.6,-1365.6,-1346.8,-1210.1,297.62,-2221,-1124.1,-3256.9,-942.3,-854.3,-1723.6,-9.5953,-1856.6,-1241.6,-302.48,153.39,-1980.7,-554.41,-1812.8,208.24,-1766.6,-665.59,-732.16,-641.23
192.03,-102.3,769.56,226.41,1547.9,800.62,-717.74,2373.2,1073.9,2620.6,95.176,651.97,842.69,1294.6,912.44,267.57,983.75,2685,-364.68,1036.4,926.06,-461.73,997.16,1126.5,74.211,450.31,853.16,2624.8,746.21,241.23
407.93,113.45,-503.42,-859.84,62.814,540.32,-145.11,95.411,1209.5,-146.13,-206.47,92.892,661.52,726.12,438.19,-124.16,246.36,1964.8,-220.67,0.65187,577.31,297.22,1597.7,466.95,-148.93,459.39,517.45,-2904.1,1597.7,-235.68
278.44,-341.34,1915.8,597.7,-536.1,999.39,-372.19,-1247.4,219.37,857.28,1812.9,699.01,256.99,-94.044,583.6,1365.2,169.61,1006.7,286.65,330.13,1011.9,-965.28,380.28,-3.9787,1474.5,1164.5,885.24,179.37,-3.4882,-1468.9
-1002.7,-433.2,234.9,-948.14,-827.42,-116.89,1649.1,-150.38,1169.1,-325.59,-1527.7,-19.683,-7.9287,-289.63,248.3,1283,-173.58,-1172.7,-1155,-146.25,282.13,-642.62,556.65,507.6,513.86,-580.43,580.57,858.24,1160.4,-420.76
-525,-1023.1,-1019,-194.14,-760.11,-50.717,-1903.1,173.67,-202.55,-1162.3,275.08,-682.57,-26.48,-898.45,-957.13,514.52,-692.99,-2018,-1477.6,-907.6,-584.98,-1973.8,505.63,-658.7,-1339,530.83,-1357.7,-812.68,-641.67,917.73
-379.04,1739.3,1825.1,-573.21,-1577.8,-434.98,-621.49,1759.1,952.99,-35.965,556.84,165.17,24.622,-376.49,437.59,-452.54,311.03,335.64,822.95,295.11,770.26,929.04,-20.296,290.35,239.81,1222.9,305.9,541.85,811.58,466.63
-268.05,-647.19,-835.04,-319.35,-675.23,188.41,-763.48,-633.06,-1082.2,365.97,-915.07,-663.24,-960.18,-1125.1,-346.6,-1207.3,-685.92,-1148.4,-89.926,-679.06,849.46,-1763.4,-2102.2,-437.57,-395.32,-1150.9,-773.15,-1153.3,1033.8,203.69
-862.15,76.297,-162.29,-86.02,253.97,489.24,471.45,107.01,539.65,385.48,-325.29,-518.72,358.66,327.76,718.3,-344.42,32.258,-162.13,895.54,361.88,1896.3,-0.89228,745.2,312.78,453.17,371.36,-109.96,-157.41,-1750.1,366.08
1099.8,-438.26,-474.53,-445.32,-415.57,-1361.7,-557.15,-436.28,-673.82,-993.13,-805.94,386.49,-351.07,-344.31,-638.78,-814.82,-511.45,-611.51,-1353.5,-565.63,1241.1,-224.25,-78.372,-1169.9,-437.59,-406.08,-547.16,-17.84,-548.84,-814.49
-734.71,148.93,73.172,-17.787,579.19,459.07,533.52,392.03,411.76,628.97,464.82,1120.8,119.63,137.55,322.22,472.93,740.08,347.02,300.83,324.93,347.4,519.99,235.77,-1886.1,166.94,307.7,369.64,148.69,495.34,617.07
672.86,951.35,1074.2,835.89,994.85,1035.8,1194.8,989.44,1020,1023.8,1223.2,978.29,958.45,1135.1,-1112.8,1033.8,1647.9,1046.2,1072.4,1404.8,1456.4,968.43,935.97,1335.1,987.57,890.47,1131.9,887.88,990.64,984.1
-2027.8,-1504,-1445.6,-1499.5,-1377.5,-1586.3,-1490,-1468,-1695.1,-1266.6,-1610.1,-98.444,-1599.7,-1578.6,-1684,-1501.2,-2045.2,-1432.8,-1566.6,-2501.7,-1472.4,-1365.7,-1604.9,-780.31,-1526.6,-1372.8,-1565.4,-1743.6,-1776.3,-1324.6
563.07,505.37,513.77,527.53,526.82,476.54,504.76,465.52,534.57,497.12,537.35,216.31,468.24,504.01,628.79,525.83,1456.6,505.35,506.68,-455.55,569.26,523.27,472.21,541.38,525.11,492.9,526.36,572.5,460.38,457.49
-35.513,-35.513,-35.513,-35.513,-35.513,-35.513,-35.513,-35.513,-35.513,-35.513,-35.513,-35.513,-35.513,-35.513,-35.513,-35.513,-35.513,-35.513,-35.513,-35.513,-35.513,-35.513,-35.513,-35.513,-35.513,-35.513,-35.513,-35.513,-35.513,-35.513
7.5604,7.5604,7.5604,7.5604,7.5604,7.5604,7.5604,7.5604,7.5604,7.5604,7.5604,7.5604,7.5604,7.5604,7.5604,7.5604,7.5604,7.5604,7.5604,7.5604,7.5604,7.5604,7.5604,7.5604,7.5604,7.5604,7.5604,7.5604,7.5604,7.5604
94.279,94.279,94.279,94.279,94.279,94.279,94.279,94.279,94.279,94.279,94.279,94.279,94.279,94.279,94.279,94.279,94.279,94.279,94.279,94.279,94.279,94.279,94.279,94.279,94.279,94.279,94.279,94.279,94.279,94.279
-78.134,-78.134,-78.134,-78.134,-78.134,-78.134,-78.134,-78.134,-78.134,-78.134,-78.134,-78.134,-78.134,-78.134,-78.134,-78.134,-78.134,-78.134,-78.134,-78.134,-78.134,-78.134,-78.134,-78.134,-78.134,-78.134,-78.134,-78.134,-78.134,-78.134
117.27,117.27,117.27,117.27,117.27,117.27,117.27,117.27,117.27,117.27,117.27,117.27,117.27,117.27,117.27,117.27,117.27,117.27,117.27,117.27,117.27,117.27,117.27,117.27,117.27,117.27,117.27,117.27,117.27,117.27
-24.782,-24.782,-24.782,-24.782,-24.782,-24.782,-24.782,-24.782,-24.782,-24.782,-24.782,-24.782,-24.782,-24.782,-24.782,-24.782,-24.782,-24.782,-24.782,-24.782,-24.782,-24.782,-24.782,-24.782,-24.782,-24.782,-24.782,-24.782,-24.782,-24.782
86.299,86.299,86.299,86.299,86.299,86.299,86.299,86.299,86.299,86.299,86.299,86.299,86.299,86.299,86.299,86.299,86.299,86.299,86.299,86.299,86.299,86.299,86.299,86.299,86.299,86.299,86.299,86.299,86.299,86.299
1.2219,1.2219,1.2219,1.2219,1.2219,1.2219,1.2219,1.2219,1.2219,1.2219,1.2219,1.2219,1.2219,1.2219,1.2219,1.2219,1.2219,1.2219,1.2219,1.2219,1.2219,1.2219,1.2219,1.2219,1.2219,1.2219,1.2219,1.2219,1.2219,1.2219
-27.098,-27.098,-27.098,-27.098,-27.098,-27.098,-27.098,-27.098,-27.098,-27.098,-27.098,-27.098,-27.098,-27.098,-27.098,-27.098,-27.098,-27.098,-27.098,-27.098,-27.098,-27.098,-27.098,-27.098,-27.098,-27.098,-27.098,-27.098,-27.098,-27.098
-6.576,-6.576,-6.576,-6.576,-6.576,-6.576,-6.576,-6.576,-6.576,-6.576,-6.576,-6.576,-6.576,-6.576,-6.576,-6.576,-6.576,-6.576,-6.576,-6.576,-6.576,-6.576,-6.576,-6.576,-6.576,-6.576,-6.576,-6.576,-6.576,-6.576
-8.7197,-8.7197,-8.7197,-8.7197,-8.7197,-8.7197,-8.7197,-8.7197,-8.7197,-8.7197,-8.7197,-8.7197,-8.7197,-8.7197,-8.7197,-8.7197,-8.7197,-8.7197,-8.7197,-8.7197,-8.7197,-8.7197,-8.7197,-8.7197,-8.7197,-8.7197,-8.7197,-8.7197,-8.7197,-8.7197
5.8273,5.8273,5.8273,5.8273,5.8273,5.8273,5.8273,5.8273,5.8273,5.8273,5.8273,5.8273,5.8273,5.8273,5.8273,5.8273,5.8273,5.8273,5.8273,5.8273,5.8273,5.8273,5.8273,5.8273,5.8273,5.8273,5.8273,5.8273,5.8273,5.8273
-2.9707,-2.9707,-2.9707,-2.9707,-2.9707,-2.9707,-2.9707,-2.9707,-2.9707,-2.9707,-2.9707,-2.9707,-2.9707,-2.9707,-2.9707,-2.9707,-2.9707,-2.9707,-2.9707,-2.9707,-2.9707,-2.9707,-2.9707,-2.9707,-2.9707,-2.9707,-2.9707,-2.9707,-2.9707,-2.9707
121.79,121.79,121.79,121.79,121.79,121.79,121.79,121.79,121.79,121.79,121.79,121.79,121.79,121.79,121.79,121.79,121.79,121.79,121.79,121.79,121.79,121.79,121.79,121.79,121.79,121.79,121.79,121.79,121.79,121.79
53.116,53.116,53.116,53.116,53.116,53.116,53.116,53.116,53.116,53.116,53.116,53.116,53.116,53.116,53.116,53.116,53.116,53.116,53.116,53.116,53.116,53.116,53.116,53.116,53.116,53.116,53.116,53.116,53.116,53.116
30.684,30.684,30.684,30.684,30.684,30.684,30.684,30.684,30.684,30.684,30.684,30.684,30.684,30.684,30.684,30.684,30.684,30.684,30.684,30.684,30.684,30.684,30.684,30.684,30.684,30.684,30.684,30.684,30.684,30.684
2.9836,2.9836,2.9836,2.9836,2.9836,2.9836,2.9836,2.9836,2.9836,2.9836,2.9836,2.9836,2.9836,2.9836,2.9836,2.9836,2.9836,2.9836,2.9836,2.9836,2.9836,2.9836,2.9836,2.9836,2.9836,2.9836,2.9836,2.9836,2.9836,2.9836
88.6,88.6,88.6,88.6,88.6,88.6,88.6,88.6,88.6,88.6,88.6,88.6,88.6,88.6,88.6,88.6,88.6,88.6,88.6,88.6,88.6,88.6,88.6,88.6,88.6,88.6,88.6,88.6,88.6,88.6
-75.164,-75.164,-75.164,-75.164,-75.164,-75.164,-75.164,-75.164,-75.164,-75.164,-75.164,-75.164,-75.164,-75.164,-75.164,-75.164,-75.164,-75.164,-75.164,-75.164,-75.164,-75.164,-75.164,-75.164,-75.164,-75.164,-75.164,-75.164,-75.164,-75.164
51.951,51.951,51.951,51.951,51.951,51.951,51.951,51.951,51.951,51.951,51.951,51.951,51.951,51.951,51.951,51.951,51.951,51.951,51.951,51.951,51.951,51.951,51.951,51.951,51.951,51.951,51.951,51.951,51.951,51.951
71.376,71.376,71.376,71.376,71.376,71.376,71.376,71.376,71.376,71.376,71.376,71.376,71.376,71.376,71.376,71.376,71.376,71.376,71.376,71.376,71.376,71.376,71.376,71.376,71.376,71.376,71.376,71.376,71.376,71.376
10.148,10.148,10.148,10.148,10.148,10.148,10.148,10.148,10.148,10.148,10.148,10.148,10.148,10.148,10.148,10.148,10.148,10.148,10.148,10.148,10.148,10.148,10.148,10.148,10.148,10.148,10.148,10.148,10.148,10.148
-73.732,-73.732,-73.732,-73.732,-73.732,-73.732,-73.732,-73.732,-73.732,-73.732,-73.732,-73.732,-73.732,-73.732,-73.732,-73.732,-73.732,-73.732,-73.732,-73.732,-73.732,-73.732,-73.732,-73.732,-73.732,-73.732,-73.732,-73.732,-73.732,-73.732
59.856,59.856,59.856,59.856,59.856,59.856,59.856,59.856,59.856,59.856,59.856,59.856,59.856,59.856,59.856,59.856,59.856,59.856,59.856,59.856,59.856,59.856,59.856,59.856,59.856,59.856,59.856,59.856,59.856,59.856
50.183,50.183,50.183,50.183,50.183,50.183,50.183,50.183,50.183,50.183,50.183,50.183,50.183,50.183,50.183,50.183,50.183,50.183,50.183,50.183,50.183,50.183,50.183,50.183,50.183,50.183,50.183,50.183,50.183,50.183
88.208,88.208,88.208,88.208,88.208,88.208,88.208,88.208,88.208,88.208,88.208,88.208,88.208,88.208,88.208,88.208,88.208,88.208,88.208,88.208,88.208,88.208,88.208,88.208,88.208,88.208,88.208,88.208,88.208,88.208
140.69,140.69,140.69,140.69,140.69,140.69,140.69,140.69,140.69,140.69,140.69,140.69,140.69,140.69,140.69,140.69,140.69,140.69,140.69,140.69,140.69,140.69,140.69,140.69,140.69,140.69,140.69,140.69,140.69,140.69
87.049,87.049,87.049,87.049,87.049,87.049,87.049,87.049,87.049,87.049,87.049,87.049,87.049,87.049,87.049,87.049,87.049,87.049,87.049,87.049,87.049,87.049,87.049,87.049,87.049,87.049,87.049,87.049,87.049,87.049
-63.59,-63.59,-63.59,-63.59,-63.59,-63.59,-63.59,-63.59,-63.59,-63.59,-63.59,-63.59,-63.59,-63.59,-63.59,-63.59,-63.59,-63.59,-63.59,-63.59,-63.59,-63.59,-63.59,-63.59,-63.59,-63.59,-63.59,-63.59,-63.59,-63.59
37.197,37.197,37.197,37.197,37.197,37.197,37.197,37.197,37.197,37.197,37.197,37.197,37.197,37.197,37.197,37.197,37.197,37.197,37.197,37.197,37.197,37.197,37.197,37.197,37.197,37.197,37.197,37.197,37.197,37.197
47.23,47.23,47.23,47.23,47.23,47.23,47.23,47.23,47.23,47.23,47.23,47.23,47.23,47.23,47.23,47.23,47.23,47.23,47.23,47.23,47.23,47.23,47.23,47.23,47.23,47.23,47.23,47.23,47.23,47.23
175.76,175.76,175.76,175.76,175.76,175.76,175.76,175.76,175.76,175.76,175.76,175.76,175.76,175.76,175.76,175.76,175.76,175.76,175.76,175.76,175.76,175.76,175.76,175.76,175.76,175.76,175.76,175.76,175.76,175.76
48.787,48.787,48.787,48.787,48.787,48.787,48.787,48.787,48.787,48.787,48.787,48.787,48.787,48.787,48.787,48.787,48.787,48.787,48.787,48.787,48.787,48.787,48.787,48.787,48.787,48.787,48.787,48.787,48.787,48.787
-48.035,-48.035,-48.035,-48.035,-48.035,-48.035,-48.035,-48.035,-48.035,-48.035,-48.035,-48.035,-48.035,-48.035,-48.035,-48.035,-48.035,-48.035,-48.035,-48.035,-48.035,-48.035,-48.035,-48.035,-48.035,-48.035,-48.035,-48.035,-48.035,-48.035
9.6686,9.6686,9.6686,9.6686,9.6686,9.6686,9.6686,9.6686,9.6686,9.6686,9.6686,9.6686,9.6686,9.6686,9.6686,9.6686,9.6686,9.6686,9.6686,9.6686,9.6686,9.6686,9.6686,9.6686,9.6686,9.6686,9.6686,9.6686,9.6686,9.6686
-12.913,-12.913,-12.913,-12.913,-12.913,-12.913,-12.913,-12.913,-12.913,-12.913,-12.913,-12.913,-12.913,-12.913,-12.913,-12.913,-12.913,-12.913,-12.913,-12.913,-12.913,-12.913,-12.913,-12.913,-12.913,-12.913,-12.913,-12.913,-12.913,-12.913
4.2817,4.2817,4.2817,4.2817,4.2817,4.2817,4.2817,4.2817,4.2817,4.2817,4.2817,4.2817,4.2817,4.2817,4.2817,4.2817,4.2817,4.2817,4.2817,4.2817,4.2817,4.2817,4.2817,4.2817,4.2817,4.2817,4.2817,4.2817,4.2817,4.2817
-50.579,-50.579,-50.579,-50.579,-50.579,-50.579,-50.579,-50.579,-50.579,-50.579,-50.579,-50.579,-50.579,-50.579,-50.579,-50.579,-50.579,-50.579,-50.579,-50.579,-50.579,-50.579,-50.579,-50.579,-50.579,-50.579,-50.579,-50.579,-50.579,-50.579
0.95898,0.95898,0.95898,0.95898,0.95898,0.95898,0.95898,0.95898,0.95898,0.95898,0.95898,0.95898,0.95898,0.95898,0.95898,0.95898,0.95898,0.95898,0.95898,0.95898,0.95898,0.95898,0.95898,0.95898,0.95898,0.95898,0.95898,0.95898,0.95898,0.95898
-34.01,-34.01,-34.01,-34.01,-34.01,-34.01,-34.01,-34.01,-34.01,-34.01,-34.01,-34.01,-34.01,-34.01,-34.01,-34.01,-34.01,-34.01,-34.01,-34.01,-34.01,-34.01,-34.01,-34.01,-34.01,-34.01,-34.01,-34.01,-34.01,-34.01
22.791,22.791,22.791,22.791,22.791,22.791,22.791,22.791,22.791,22.791,22.791,22.791,22.791,22.791,22.791,22.791,22.791,22.791,22.791,22.791,22.791,22.791,22.791,22.791,22.791,22.791,22.791,22.791,22.791,22.791
-5.2299,-5.2299,-5.2299,-5.2299,-5.2299,-5.2299,-5.2299,-5.2299,-5.2299,-5.2299,-5.2299,-5.2299,-5.2299,-5.2299,-5.2299,-5.2299,-5.2299,-5.2299,-5.2299,-5.2299,-5.2299,-5.2299,-5.2299,-5.2299,-5.2299,-5.2299,-5.2299,-5.2299,-5.2299,-5.2299
-11.193,-11.193,-11.193,-11.193,-11.193,-11.193,-11.193,-11.193,-11.193,-11.193,-11.193,-11.193,-11.193,-11.193,-11.193,-11.193,-11.193,-11.193,-11.193,-11.193,-11.193,-11.193,-11.193,-11.193,-11.193,-11.193,-11.193,-11.193,-11.193,-11.193
69.595,69.595,69.595,69.595,69.595,69.595,69.595,69.595,69.595,69.595,69.595,69.595,69.595,69.595,69.595,69.595,69.595,69.595,69.595,69.595,69.595,69.595,69.595,69.595,69.595,69.595,69.595,69.595,69.595,69.595
12.296,12.296,12.296,12.296,12.296,12.296,12.296,12.296,12.296,12.296,12.296,12.296,12.296,12.296,12.296,12.296,12.296,12.296,12.296,12.296,12.296,12.296,12.296,12.296,12.296,12.296,12.296,12.296,12.296,12.296
62.662,62.662,62.662,62.662,62.662,62.662,62.662,62.662,62.662,62.662,62.662,62.662,62.662,62.662,62.662,62.662,62.662,62.662,62.662,62.662,62.662,62.662,62.662,62.662,62.662,62.662,62.662,62.662,62.662,62.662
2.7134,2.7134,2.7134,2.7134,2.7134,2.7134,2.7134,2.7134,2.7134,2.7134,2.7134,2.7134,2.7134,2.7134,2.7134,2.7134,2.7134,2.7134,2.7134,2.7134,2.7134,2.7134,2.7134,2.7134,2.7134,2.7134,2.7134,2.7134,2.7134,2.7134
95.072,95.072,95.072,95.072,95.072,95.072,95.072,95.072,95.072,95.072,95.072,95.072,95.072,95.072,95.072,95.072,95.072,95.072,95.072,95.072,95.072,95.072,95.072,95.072,95.072,95.072,95.072,95.072,95.072,95.072
-2.8932,-2.8932,-2.8932,-2.8932,-2.8932,-2.8932,-2.8932,-2.8932,-2.8932,-2.8932,-2.8932,-2.8932,-2.8932,-2.8932,-2.8932,-2.8932,-2.8932,-2.8932,-2.8932,-2.8932,-2.8932,-2.8932,-2.8932,-2.8932,-2.8932,-2.8932,-2.8932,-2.8932,-2.8932,-2.8932
12.336,12.336,12.336,12.336,12.336,12.336,12.336,12.336,12.336,12.336,12.336,12.336,12.336,12.336,12.336,12.336,12.336,12.336,12.336,12.336,12.336,12.336,12.336,12.336,12.336,12.336,12.336,12.336,12.336,12.336
58.921,58.921,58.921,58.921,58.921,58.921,58.921,58.921,58.921,58.921,58.921,58.921,58.921,58.921,58.921,58.921,58.921,58.921,58.921,58.921,58.921,58.921,58.921,58.921,58.921,58.921,58.921,58.921,58.921,58.921
-46.117,-46.117,-46.117,-46.117,-46.117,-46.117,-46.117,-46.117,-46.117,-46.117,-46.117,-46.117,-46.117,-46.117,-46.117,-46.117,-46.117,-46.117,-46.117,-46.117,-46.117,-46.117,-46.117,-46.117,-46.117,-46.117,-46.117,-46.117,-46.117,-46.117
88.875,88.875,88.875,88.875,88.875,88.875,88.875,88.875,88.875,88.875,88.875,88.875,88.875,88.875,88.875,88.875,88.875,88.875,88.875,88.875,88.875,88.875,88.875,88.875,88.875,88.875,88.875,88.875,88.875,88.875
-13.408,-13.408,-13.408,-13.408,-13.408,-13.408,-13.408,-13.408,-13.408,-13.408,-13.408,-13.408,-13.408,-13.408,-13.408,-13.408,-13.408,-13.408,-13.408,-13.408,-13.408,-13.408,-13.408,-13.408,-13.408,-13.408,-13.408,-13.408,-13.408,-13.408
-23.319,-23.319,-23.319,-23.319,-23.319,-23.319,-23.319,-23.319,-23.319,-23.319,-23.319,-23.319,-23.319,-23.319,-23.319,-23.319,-23.319,-23.319,-23.319,-23.319,-23.319,-23.319,-23.319,-23.319,-23.319,-23.319,-23.319,-23.319,-23.319,-23.319
-63.696,-63.696,-63.696,-63.696,-63.696,-63.696,-63.696,-63.696,-63.696,-63.696,-63.696,-63.696,-63.696,-63.696,-63.696,-63.696,-63.696,-63.696,-63.696,-63.696,-63.696,-63.696,-63.696,-63.696,-63.696,-63.696,-63.696,-63.696,-63.696,-63.696
-46.311,-46.311,-46.311,-46.311,-46.311,-46.311,-46.311,-46.311,-46.311,-46.311,-46.311,-46.311,-46.311,-46.311,-46.311,-46.311,-46.311,-46.311,-46.311,-46.311,-46.311,-46.311,-46.311,-46.311,-46.311,-46.311,-46.311,-46.311,-46.311,-46.311
16.706,16.706,16.706,16.706,16.706,16.706,16.706,16.706,16.706,16.706,16.706,16.706,16.706,16.706,16.706,16.706,16.706,16.706,16.706,16.706,16.706,16.706,16.706,16.706,16.706,16.706,16.706,16.706,16.706,16.706
74.812,74.812,74.812,74.812,74.812,74.812,74.812,74.812,74.812,74.812,74.812,74.812,74.812,74.812,74.812,74.812,74.812,74.812,74.812,74.812,74.812,74.812,74.812,74.812,74.812,74.812,74.812,74.812,74.812,74.812
-98.565,-98.565,-98.565,-98.565,-98.565,-98.565,-98.565,-98.565,-98.565,-98.565,-98.565,-98.565,-98.565,-98.565,-98.565,-98.565,-98.565,-98.565,-98.565,-98.565,-98.565,-98.565,-98.565,-98.565,-98.565,-98.565,-98.565,-98.565,-98.565,-98.565
6.1134,6.1134,6.1134,6.1134,6.1134,6.1134,6.1134,6.1134,6.1134,6.1134,6.1134,6.1134,6.1134,6.1134,6.1134,6.1134,6.1134,6.1134,6.1134,6.1134,6.1134,6.1134,6.1134,6.1134,6.1134,6.1134,6.1134,6.1134,6.1134,6.1134
22.475,22.475,22.475,22.475,22.475,22.475,22.475,22.475,22.475,22.475,22.475,22.475,22.475,22.475,22.475,22.475,22.475,22.475,22.475,22.475,22.475,22.475,22.475,22.475,22.475,22.475,22.475,22.475,22.475,22.475
-59.72,-59.72,-59.72,-59.72,-59.72,-59.72,-59.72,-59.72,-59.72,-59.72,-59.72,-59.72,-59.72,-59.72,-59.72,-59.72,-59.72,-59.72,-59.72,-59.72,-59.72,-59.72,-59.72,-59.72,-59.72,-59.72,-59.72,-59.72,-59.72,-59.72
-36.659,-36.659,-36.659,-36.659,-36.659,-36.659,-36.659,-36.659,-36.659,-36.659,-36.659,-36.659,-36.659,-36.659,-36.659,-36.659,-36.659,-36.659,-36.659,-36.659,-36.659,-36.659,-36.659,-36.659,-36.659,-36.659,-36.659,-36.659,-36.659,-36.659
-30.083,-30.083,-30.083,-30.083,-30.083,-30.083,-30.083,-30.083,-30.083,-30.083,-30.083,-30.083,-30.083,-30.083,-30.083,-30.083,-30.083,-30.083,-30.083,-30.083,-30.083,-30.083,-30.083,-30.083,-30.083,-30.083,-30.083,-30.083,-30.083,-30.083
-78.995,-78.995,-78.995,-78.995,-78.995,-78.995,-78.995,-78.995,-78.995,-78.995,-78.995,-78.995,-78.995,-78.995,-78.995,-78.995,-78.995,-78.995,-78.995,-78.995,-78.995,-78.995,-78.995,-78.995,-78.995,-78.995,-78.995,-78.995,-78.995,-78.995
-58.802,-58.802,-58.802,-58.802,-58.802,-58.802,-58.802,-58.802,-58.802,-58.802,-58.802,-58.802,-58.802,-58.802,-58.802,-58.802,-58.802,-58.802,-58.802,-58.802,-58.802,-58.802,-58.802,-58.802,-58.802,-58.802,-58.802,-58.802,-58.802,-58.802
57.817,57.817,57.817,57.817,57.817,57.817,57.817,57.817,57.817,57.817,57.817,57.817,57.817,57.817,57.817,57.817,57.817,57.817,57.817,57.817,57.817,57.817,57.817,57.817,57.817,57.817,57.817,57.817,57.817,57.817
56.229,56.229,56.229,56.229,56.229,56.229,56.229,56.229,56.229,56.229,56.229,56.229,56.229,56.229,56.229,56.229,56.229,56.229,56.229,56.229,56.229,56.229,56.229,56.229,56.229,56.229,56.229,56.229,56.229,56.229
-36.425,-36.425,-36.425,-36.425,-36.425,-36.425,-36.425,-36.425,-36.425,-36.425,-36.425,-36.425,-36.425,-36.425,-36.425,-36.425,-36.425,-36.425,-36.425,-36.425,-36.425,-36.425,-36.425,-36.425,-36.425,-36.425,-36.425,-36.425,-36.425,-36.425
